AFDL,4
AIAL,6
AIML,6
AINL,4
AIYL,4
ALA,6
AQR,0
ASEL,4
ASGL,6
ASIL,4
ASJL,6
ASKL,6
AUAL,4
AVBL,0
AVJL,0
AVL,3
AVM,0
AWAL,4
AWBL,4
AWCL,4
BDUL,0
DVC,2
PVCL,0
PVPL,0
PVQL,6
PVT,5
RIPL,3
RMEL,3
SAAVL,1
SIBDL,0
URADL,3
URAVL,3
URBL,0
