Comparison,Network,Edge threshold,Measure,Cell,Jaccard Distance
L4 L/R,ipsilateral,all,proximal,URADL,0.3793103448275862
L4 L/R,ipsilateral,all,proximal,URAVL,0.7333333333333333
L4 L/R,ipsilateral,all,proximal,URBL,0.4666666666666667
L4 L/R,ipsilateral,all,proximal,URXL,0.5
L4 L/R,ipsilateral,all,proximal,URYDL,0.4406779661016949
L4 L/R,ipsilateral,all,proximal,URYVL,0.5365853658536586
L4 L/R,ipsilateral,all,proximal,ADAR,0.5238095238095238
L4 L/R,ipsilateral,all,proximal,ADER,0.43636363636363634
L4 L/R,ipsilateral,all,proximal,ADFR,0.5833333333333334
L4 L/R,ipsilateral,all,proximal,ADLR,0.5588235294117647
L4 L/R,ipsilateral,all,proximal,AFDR,0.4444444444444444
L4 L/R,ipsilateral,all,proximal,AIAR,0.5483870967741935
L4 L/R,ipsilateral,all,proximal,AIBR,0.47368421052631576
L4 L/R,ipsilateral,all,proximal,AIMR,0.52
L4 L/R,ipsilateral,all,proximal,AINR,0.3939393939393939
L4 L/R,ipsilateral,all,proximal,AIYR,0.5641025641025641
L4 L/R,ipsilateral,all,proximal,AIZR,0.5434782608695652
L4 L/R,ipsilateral,all,proximal,ALMR,0.4375
L4 L/R,ipsilateral,all,proximal,ALNR,0.2619047619047619
L4 L/R,ipsilateral,all,proximal,ASER,0.5714285714285714
L4 L/R,ipsilateral,all,proximal,ASGR,0.41379310344827586
L4 L/R,ipsilateral,all,proximal,ASHR,0.5510204081632653
L4 L/R,ipsilateral,all,proximal,ASIR,0.45454545454545453
L4 L/R,ipsilateral,all,proximal,ASJR,0.4857142857142857
L4 L/R,ipsilateral,all,proximal,ASKR,0.5588235294117647
L4 L/R,ipsilateral,all,proximal,AUAR,0.47619047619047616
L4 L/R,ipsilateral,all,proximal,AVAR,0.46551724137931033
L4 L/R,ipsilateral,all,proximal,AVBR,0.4897959183673469
L4 L/R,ipsilateral,all,proximal,AVDR,0.5909090909090909
L4 L/R,ipsilateral,all,proximal,AVER,0.484375
L4 L/R,ipsilateral,all,proximal,AVFR,0.43902439024390244
L4 L/R,ipsilateral,all,proximal,AVHR,0.6486486486486487
L4 L/R,ipsilateral,all,proximal,AVJR,0.6486486486486487
L4 L/R,ipsilateral,all,proximal,AVKR,0.48
L4 L/R,ipsilateral,all,proximal,AWAR,0.5714285714285714
L4 L/R,ipsilateral,all,proximal,AWBR,0.5833333333333334
L4 L/R,ipsilateral,all,proximal,AWCR,0.45454545454545453
L4 L/R,ipsilateral,all,proximal,BAGR,0.3695652173913043
L4 L/R,ipsilateral,all,proximal,BDUR,0.42857142857142855
L4 L/R,ipsilateral,all,proximal,CEPDR,0.4666666666666667
L4 L/R,ipsilateral,all,proximal,CEPVR,0.38095238095238093
L4 L/R,ipsilateral,all,proximal,FLPR,0.35
L4 L/R,ipsilateral,all,proximal,IL1DR,0.5675675675675675
L4 L/R,ipsilateral,all,proximal,IL1R,0.627906976744186
L4 L/R,ipsilateral,all,proximal,IL1VR,0.6551724137931034
L4 L/R,ipsilateral,all,proximal,IL2DR,0.5897435897435898
L4 L/R,ipsilateral,all,proximal,IL2R,0.627906976744186
L4 L/R,ipsilateral,all,proximal,IL2VR,0.7333333333333333
L4 L/R,ipsilateral,all,proximal,OLLR,0.5769230769230769
L4 L/R,ipsilateral,all,proximal,OLQDR,0.5897435897435898
L4 L/R,ipsilateral,all,proximal,OLQVR,0.5588235294117647
L4 L/R,ipsilateral,all,proximal,PVCR,0.5081967213114754
L4 L/R,ipsilateral,all,proximal,PVPR,0.32608695652173914
L4 L/R,ipsilateral,all,proximal,PVQR,0.4375
L4 L/R,ipsilateral,all,proximal,RIAR,0.5
L4 L/R,ipsilateral,all,proximal,RIBR,0.4528301886792453
L4 L/R,ipsilateral,all,proximal,RICR,0.5102040816326531
L4 L/R,ipsilateral,all,proximal,RIFR,0.5510204081632653
L4 L/R,ipsilateral,all,proximal,RIGR,0.46153846153846156
L4 L/R,ipsilateral,all,proximal,RIMR,0.49122807017543857
L4 L/R,ipsilateral,all,proximal,RIPR,0.45454545454545453
L4 L/R,ipsilateral,all,proximal,RIVR,0.6122448979591837
L4 L/R,ipsilateral,all,proximal,RMDDR,0.40350877192982454
L4 L/R,ipsilateral,all,proximal,RMDR,0.45454545454545453
L4 L/R,ipsilateral,all,proximal,RMDVR,0.48936170212765956
L4 L/R,ipsilateral,all,proximal,RMER,0.35714285714285715
L4 L/R,ipsilateral,all,proximal,RMFR,0.40540540540540543
L4 L/R,ipsilateral,all,proximal,RMGR,0.5483870967741935
L4 L/R,ipsilateral,all,proximal,RMHR,0.4888888888888889
L4 L/R,ipsilateral,all,proximal,SAADR,0.46808510638297873
L4 L/R,ipsilateral,all,proximal,SAAVR,0.44
L4 L/R,ipsilateral,all,proximal,SDQR,0.4716981132075472
L4 L/R,ipsilateral,all,proximal,SIADR,0.5333333333333333
L4 L/R,ipsilateral,all,proximal,SIAVR,0.47540983606557374
L4 L/R,ipsilateral,all,proximal,SIBDR,0.5
L4 L/R,ipsilateral,all,proximal,SIBVR,0.49206349206349204
L4 L/R,ipsilateral,all,proximal,SMBDR,0.5333333333333333
L4 L/R,ipsilateral,all,proximal,SMBVR,0.5483870967741935
L4 L/R,ipsilateral,all,proximal,SMDDR,0.46511627906976744
L4 L/R,ipsilateral,all,proximal,SMDVR,0.6122448979591837
L4 L/R,ipsilateral,all,proximal,URADR,0.5151515151515151
L4 L/R,ipsilateral,all,proximal,URAVR,0.7333333333333333
L4 L/R,ipsilateral,all,proximal,URBR,0.5102040816326531
L4 L/R,ipsilateral,all,proximal,URXR,0.42857142857142855
L4 L/R,ipsilateral,all,proximal,URYDR,0.5333333333333333
L4 L/R,ipsilateral,all,proximal,URYVR,0.5277777777777778
Adult/L4,ipsilateral,all,homologous,ADAL,0.7580645161290323
Adult/L4,ipsilateral,all,homologous,ADEL,0.6111111111111112
Adult/L4,ipsilateral,all,homologous,ADFL,0.625
Adult/L4,ipsilateral,all,homologous,ADLL,0.6296296296296297
Adult/L4,ipsilateral,all,homologous,AFDL,0.5833333333333334
Adult/L4,ipsilateral,all,homologous,AIAL,0.7666666666666667
Adult/L4,ipsilateral,all,homologous,AIBL,0.7291666666666666
Adult/L4,ipsilateral,all,homologous,AIML,0.7560975609756098
Adult/L4,ipsilateral,all,homologous,AINL,0.5862068965517241
Adult/L4,ipsilateral,all,homologous,AIYL,0.6829268292682927
Adult/L4,ipsilateral,all,homologous,AIZL,0.7674418604651163
Adult/L4,ipsilateral,all,homologous,ALML,0.6333333333333333
Adult/L4,ipsilateral,all,homologous,ALNL,0.4482758620689655
Adult/L4,ipsilateral,all,homologous,ASEL,0.7307692307692307
Adult/L4,ipsilateral,all,homologous,ASGL,0.625
Adult/L4,ipsilateral,all,homologous,ASHL,0.6590909090909091
Adult/L4,ipsilateral,all,homologous,ASIL,0.78125
Adult/L4,ipsilateral,all,homologous,ASJL,0.6363636363636364
Adult/L4,ipsilateral,all,homologous,ASKL,0.5714285714285714
Adult/L4,ipsilateral,all,homologous,AUAL,0.6428571428571429
Adult/L4,ipsilateral,all,homologous,AVAL,0.7288135593220338
Adult/L4,ipsilateral,all,homologous,AVBL,0.7142857142857143
Adult/L4,ipsilateral,all,homologous,AVDL,0.6666666666666666
Adult/L4,ipsilateral,all,homologous,AVEL,0.7586206896551724
Adult/L4,ipsilateral,all,homologous,AVFL,0.6666666666666666
Adult/L4,ipsilateral,all,homologous,AVHL,0.6097560975609756
Adult/L4,ipsilateral,all,homologous,AVJL,0.6571428571428571
Adult/L4,ipsilateral,all,homologous,AVKL,0.574468085106383
Adult/L4,ipsilateral,all,homologous,AWAL,0.7407407407407407
Adult/L4,ipsilateral,all,homologous,AWBL,0.7142857142857143
Adult/L4,ipsilateral,all,homologous,AWCL,0.5
Adult/L4,ipsilateral,all,homologous,BAGL,0.6590909090909091
Adult/L4,ipsilateral,all,homologous,BDUL,0.625
Adult/L4,ipsilateral,all,homologous,CEPDL,0.6041666666666666
Adult/L4,ipsilateral,all,homologous,CEPVL,0.7555555555555555
Adult/L4,ipsilateral,all,homologous,FLPL,0.625
Adult/L4,ipsilateral,all,homologous,IL1DL,0.6486486486486487
Adult/L4,ipsilateral,all,homologous,IL1L,0.75
Adult/L4,ipsilateral,all,homologous,IL1VL,0.6470588235294118
Adult/L4,ipsilateral,all,homologous,IL2DL,0.6285714285714286
Adult/L4,ipsilateral,all,homologous,IL2L,0.5853658536585366
Adult/L4,ipsilateral,all,homologous,IL2VL,0.8
Adult/L4,ipsilateral,all,homologous,OLLL,0.7659574468085106
Adult/L4,ipsilateral,all,homologous,OLQDL,0.7435897435897436
Adult/L4,ipsilateral,all,homologous,OLQVL,0.7435897435897436
Adult/L4,ipsilateral,all,homologous,PVCL,0.5641025641025641
Adult/L4,ipsilateral,all,homologous,PVPL,0.4857142857142857
Adult/L4,ipsilateral,all,homologous,PVQL,0.6086956521739131
Adult/L4,ipsilateral,all,homologous,RIAL,0.7142857142857143
Adult/L4,ipsilateral,all,homologous,RIBL,0.7586206896551724
Adult/L4,ipsilateral,all,homologous,RICL,0.7457627118644068
Adult/L4,ipsilateral,all,homologous,RIFL,0.7674418604651163
Adult/L4,ipsilateral,all,homologous,RIGL,0.6851851851851852
Adult/L4,ipsilateral,all,homologous,RIML,0.8113207547169812
Adult/L4,ipsilateral,all,homologous,RIPL,0.6333333333333333
Adult/L4,ipsilateral,all,homologous,RIVL,0.5882352941176471
Adult/L4,ipsilateral,all,homologous,RMDDL,0.6410256410256411
Adult/L4,ipsilateral,all,homologous,RMDL,0.8
Adult/L4,ipsilateral,all,homologous,RMDVL,0.7027027027027027
Adult/L4,ipsilateral,all,homologous,RMEL,0.43478260869565216
Adult/L4,ipsilateral,all,homologous,RMFL,0.4857142857142857
Adult/L4,ipsilateral,all,homologous,RMGL,0.72
Adult/L4,ipsilateral,all,homologous,RMHL,0.675
Adult/L4,ipsilateral,all,homologous,SAADL,0.7352941176470589
Adult/L4,ipsilateral,all,homologous,SAAVL,0.6
Adult/L4,ipsilateral,all,homologous,SDQL,0.5263157894736842
Adult/L4,ipsilateral,all,homologous,SIADL,0.7142857142857143
Adult/L4,ipsilateral,all,homologous,SIAVL,0.6470588235294118
Adult/L4,ipsilateral,all,homologous,SIBDL,0.5490196078431373
Adult/L4,ipsilateral,all,homologous,SIBVL,0.6363636363636364
Adult/L4,ipsilateral,all,homologous,SMBDL,0.6
Adult/L4,ipsilateral,all,homologous,SMBVL,0.6842105263157895
Adult/L4,ipsilateral,all,homologous,SMDDL,0.7714285714285715
Adult/L4,ipsilateral,all,homologous,SMDVL,0.6595744680851063
Adult/L4,ipsilateral,all,homologous,URADL,0.5384615384615384
Adult/L4,ipsilateral,all,homologous,URAVL,0.6
Adult/L4,ipsilateral,all,homologous,URBL,0.6578947368421053
Adult/L4,ipsilateral,all,homologous,URXL,0.7413793103448276
Adult/L4,ipsilateral,all,homologous,URYDL,0.6875
Adult/L4,ipsilateral,all,homologous,URYVL,0.6744186046511628
Adult/L4,ipsilateral,all,proximal,ADAL,0.5428571428571428
Adult/L4,ipsilateral,all,proximal,ADAR,0.5633802816901409
Adult/L4,ipsilateral,all,proximal,ADEL,0.47619047619047616
Adult/L4,ipsilateral,all,proximal,ADER,0.5
Adult/L4,ipsilateral,all,proximal,ADFL,0.7045454545454546
Adult/L4,ipsilateral,all,proximal,ADFR,0.625
Adult/L4,ipsilateral,all,proximal,ADLL,0.5535714285714286
Adult/L4,ipsilateral,all,proximal,ADLR,0.5211267605633803
Adult/L4,ipsilateral,all,proximal,AFDL,0.53125
Adult/L4,ipsilateral,all,proximal,AFDR,0.4666666666666667
Adult/L4,ipsilateral,all,proximal,AIAL,0.5862068965517241
Adult/L4,ipsilateral,all,proximal,AIAR,0.6129032258064516
Adult/L4,ipsilateral,all,proximal,AIBL,0.48148148148148145
Adult/L4,ipsilateral,all,proximal,AIBR,0.4838709677419355
Adult/L4,ipsilateral,all,proximal,AIML,0.5490196078431373
Adult/L4,ipsilateral,all,proximal,AIMR,0.5
Adult/L4,ipsilateral,all,proximal,AINL,0.3235294117647059
Adult/L4,ipsilateral,all,proximal,AINR,0.35714285714285715
Adult/L4,ipsilateral,all,proximal,AIYL,0.6190476190476191
Adult/L4,ipsilateral,all,proximal,AIYR,0.5555555555555556
Adult/L4,ipsilateral,all,proximal,AIZL,0.7045454545454546
Adult/L4,ipsilateral,all,proximal,AIZR,0.48936170212765956
Adult/L4,ipsilateral,all,proximal,ALA,0.2753623188405797
Adult/L4,ipsilateral,all,proximal,ALML,0.5
Adult/L4,ipsilateral,all,proximal,ALMR,0.5
Adult/L4,ipsilateral,all,proximal,ALNL,0.375
Adult/L4,ipsilateral,all,proximal,ALNR,0.28888888888888886
Adult/L4,ipsilateral,all,proximal,AQR,0.5196078431372549
Adult/L4,ipsilateral,all,proximal,ASEL,0.6206896551724138
Adult/L4,ipsilateral,all,proximal,ASER,0.6129032258064516
Adult/L4,ipsilateral,all,proximal,ASGL,0.53125
Adult/L4,ipsilateral,all,proximal,ASGR,0.6
Adult/L4,ipsilateral,all,proximal,ASHL,0.6136363636363636
Adult/L4,ipsilateral,all,proximal,ASHR,0.48214285714285715
Adult/L4,ipsilateral,all,proximal,ASIL,0.5135135135135135
Adult/L4,ipsilateral,all,proximal,ASIR,0.6578947368421053
Adult/L4,ipsilateral,all,proximal,ASJL,0.4358974358974359
Adult/L4,ipsilateral,all,proximal,ASJR,0.4883720930232558
Adult/L4,ipsilateral,all,proximal,ASKL,0.5862068965517241
Adult/L4,ipsilateral,all,proximal,ASKR,0.4883720930232558
Adult/L4,ipsilateral,all,proximal,AUAL,0.4782608695652174
Adult/L4,ipsilateral,all,proximal,AUAR,0.4888888888888889
Adult/L4,ipsilateral,all,proximal,AVAL,0.5223880597014925
Adult/L4,ipsilateral,all,proximal,AVAR,0.5079365079365079
Adult/L4,ipsilateral,all,proximal,AVBL,0.48484848484848486
Adult/L4,ipsilateral,all,proximal,AVBR,0.5692307692307692
Adult/L4,ipsilateral,all,proximal,AVDL,0.5116279069767442
Adult/L4,ipsilateral,all,proximal,AVDR,0.5223880597014925
Adult/L4,ipsilateral,all,proximal,AVEL,0.4927536231884058
Adult/L4,ipsilateral,all,proximal,AVER,0.4426229508196721
Adult/L4,ipsilateral,all,proximal,AVFL,0.5
Adult/L4,ipsilateral,all,proximal,AVFR,0.425
Adult/L4,ipsilateral,all,proximal,AVHL,0.5
Adult/L4,ipsilateral,all,proximal,AVHR,0.5555555555555556
Adult/L4,ipsilateral,all,proximal,AVJL,0.5116279069767442
Adult/L4,ipsilateral,all,proximal,AVJR,0.5555555555555556
Adult/L4,ipsilateral,all,proximal,AVKL,0.4696969696969697
Adult/L4,ipsilateral,all,proximal,AVKR,0.4696969696969697
Adult/L4,ipsilateral,all,proximal,AVL,0.6619718309859155
Adult/L4,ipsilateral,all,proximal,AVM,0.3541666666666667
Adult/L4,ipsilateral,all,proximal,AWAL,0.6206896551724138
Adult/L4,ipsilateral,all,proximal,AWAR,0.6052631578947368
Adult/L4,ipsilateral,all,proximal,AWBL,0.6136363636363636
Adult/L4,ipsilateral,all,proximal,AWBR,0.625
Adult/L4,ipsilateral,all,proximal,AWCL,0.53125
Adult/L4,ipsilateral,all,proximal,AWCR,0.6578947368421053
Adult/L4,ipsilateral,all,proximal,BAGL,0.5098039215686274
Adult/L4,ipsilateral,all,proximal,BAGR,0.46296296296296297
Adult/L4,ipsilateral,all,proximal,BDUL,0.5
Adult/L4,ipsilateral,all,proximal,BDUR,0.43137254901960786
Adult/L4,ipsilateral,all,proximal,CEPDL,0.49019607843137253
Adult/L4,ipsilateral,all,proximal,CEPDR,0.6153846153846154
Adult/L4,ipsilateral,all,proximal,CEPVL,0.4423076923076923
Adult/L4,ipsilateral,all,proximal,CEPVR,0.4444444444444444
Adult/L4,ipsilateral,all,proximal,DVA,0.5196078431372549
Adult/L4,ipsilateral,all,proximal,DVC,0.5217391304347826
Adult/L4,ipsilateral,all,proximal,FLPL,0.32608695652173914
Adult/L4,ipsilateral,all,proximal,FLPR,0.3902439024390244
Adult/L4,ipsilateral,all,proximal,IL1DL,0.5813953488372093
Adult/L4,ipsilateral,all,proximal,IL1DR,0.6122448979591837
Adult/L4,ipsilateral,all,proximal,IL1L,0.5641025641025641
Adult/L4,ipsilateral,all,proximal,IL1R,0.49056603773584906
Adult/L4,ipsilateral,all,proximal,IL1VL,0.7222222222222222
Adult/L4,ipsilateral,all,proximal,IL1VR,0.7647058823529411
Adult/L4,ipsilateral,all,proximal,IL2DL,0.5952380952380952
Adult/L4,ipsilateral,all,proximal,IL2DR,0.6222222222222222
Adult/L4,ipsilateral,all,proximal,IL2L,0.5641025641025641
Adult/L4,ipsilateral,all,proximal,IL2R,0.4772727272727273
Adult/L4,ipsilateral,all,proximal,IL2VL,0.7142857142857143
Adult/L4,ipsilateral,all,proximal,IL2VR,0.7878787878787878
Adult/L4,ipsilateral,all,proximal,OLLL,0.5102040816326531
Adult/L4,ipsilateral,all,proximal,OLLR,0.49056603773584906
Adult/L4,ipsilateral,all,proximal,OLQDL,0.5952380952380952
Adult/L4,ipsilateral,all,proximal,OLQDR,0.6222222222222222
Adult/L4,ipsilateral,all,proximal,OLQVL,0.6041666666666666
Adult/L4,ipsilateral,all,proximal,OLQVR,0.6666666666666666
Adult/L4,ipsilateral,all,proximal,PVCL,0.42857142857142855
Adult/L4,ipsilateral,all,proximal,PVCR,0.4666666666666667
Adult/L4,ipsilateral,all,proximal,PVPL,0.3181818181818182
Adult/L4,ipsilateral,all,proximal,PVPR,0.5121951219512195
Adult/L4,ipsilateral,all,proximal,PVQL,0.56
Adult/L4,ipsilateral,all,proximal,PVQR,0.4358974358974359
Adult/L4,ipsilateral,all,proximal,PVT,0.6619718309859155
Adult/L4,ipsilateral,all,proximal,RIAL,0.5
Adult/L4,ipsilateral,all,proximal,RIAR,0.5
Adult/L4,ipsilateral,all,proximal,RIBL,0.4745762711864407
Adult/L4,ipsilateral,all,proximal,RIBR,0.5223880597014925
Adult/L4,ipsilateral,all,proximal,RICL,0.5428571428571428
Adult/L4,ipsilateral,all,proximal,RICR,0.5272727272727272
Adult/L4,ipsilateral,all,proximal,RID,0.3944954128440367
Adult/L4,ipsilateral,all,proximal,RIFL,0.5517241379310345
Adult/L4,ipsilateral,all,proximal,RIFR,0.5692307692307692
Adult/L4,ipsilateral,all,proximal,RIGL,0.4666666666666667
Adult/L4,ipsilateral,all,proximal,RIGR,0.5223880597014925
Adult/L4,ipsilateral,all,proximal,RIH,0.47619047619047616
Adult/L4,ipsilateral,all,proximal,RIML,0.5147058823529411
Adult/L4,ipsilateral,all,proximal,RIMR,0.5
Adult/L4,ipsilateral,all,proximal,RIPL,0.4594594594594595
Adult/L4,ipsilateral,all,proximal,RIPR,0.4594594594594595
Adult/L4,ipsilateral,all,proximal,RIR,0.4188034188034188
Adult/L4,ipsilateral,all,proximal,RIS,0.45652173913043476
Adult/L4,ipsilateral,all,proximal,RIVL,0.54
Adult/L4,ipsilateral,all,proximal,RIVR,0.4838709677419355
Adult/L4,ipsilateral,all,proximal,RMDDL,0.4666666666666667
Adult/L4,ipsilateral,all,proximal,RMDDR,0.42857142857142855
Adult/L4,ipsilateral,all,proximal,RMDL,0.4642857142857143
Adult/L4,ipsilateral,all,proximal,RMDR,0.48
Adult/L4,ipsilateral,all,proximal,RMDVL,0.5227272727272727
Adult/L4,ipsilateral,all,proximal,RMDVR,0.5333333333333333
Adult/L4,ipsilateral,all,proximal,RMED,0.6103896103896104
Adult/L4,ipsilateral,all,proximal,RMEL,0.4594594594594595
Adult/L4,ipsilateral,all,proximal,RMER,0.4594594594594595
Adult/L4,ipsilateral,all,proximal,RMEV,0.6103896103896104
Adult/L4,ipsilateral,all,proximal,RMFL,0.35555555555555557
Adult/L4,ipsilateral,all,proximal,RMFR,0.32653061224489793
Adult/L4,ipsilateral,all,proximal,RMGL,0.631578947368421
Adult/L4,ipsilateral,all,proximal,RMGR,0.5
Adult/L4,ipsilateral,all,proximal,RMHL,0.48333333333333334
Adult/L4,ipsilateral,all,proximal,RMHR,0.5272727272727272
Adult/L4,ipsilateral,all,proximal,SAADL,0.4418604651162791
Adult/L4,ipsilateral,all,proximal,SAADR,0.5
Adult/L4,ipsilateral,all,proximal,SAAVL,0.45614035087719296
Adult/L4,ipsilateral,all,proximal,SAAVR,0.6153846153846154
Adult/L4,ipsilateral,all,proximal,SABD,0.30303030303030304
Adult/L4,ipsilateral,all,proximal,SDQL,0.33962264150943394
Adult/L4,ipsilateral,all,proximal,SDQR,0.42105263157894735
Adult/L4,ipsilateral,all,proximal,SIADL,0.5833333333333334
Adult/L4,ipsilateral,all,proximal,SIADR,0.5217391304347826
Adult/L4,ipsilateral,all,proximal,SIAVL,0.5245901639344263
Adult/L4,ipsilateral,all,proximal,SIAVR,0.5245901639344263
Adult/L4,ipsilateral,all,proximal,SIBDL,0.5384615384615384
Adult/L4,ipsilateral,all,proximal,SIBDR,0.6065573770491803
Adult/L4,ipsilateral,all,proximal,SIBVL,0.5384615384615384
Adult/L4,ipsilateral,all,proximal,SIBVR,0.6065573770491803
Adult/L4,ipsilateral,all,proximal,SMBDL,0.5833333333333334
Adult/L4,ipsilateral,all,proximal,SMBDR,0.5666666666666667
Adult/L4,ipsilateral,all,proximal,SMBVL,0.631578947368421
Adult/L4,ipsilateral,all,proximal,SMBVR,0.5633802816901409
Adult/L4,ipsilateral,all,proximal,SMDDL,0.45652173913043476
Adult/L4,ipsilateral,all,proximal,SMDDR,0.5217391304347826
Adult/L4,ipsilateral,all,proximal,SMDVL,0.54
Adult/L4,ipsilateral,all,proximal,SMDVR,0.6153846153846154
Adult/L4,ipsilateral,all,proximal,URADL,0.5405405405405406
Adult/L4,ipsilateral,all,proximal,URADR,0.4772727272727273
Adult/L4,ipsilateral,all,proximal,URAVL,0.7222222222222222
Adult/L4,ipsilateral,all,proximal,URAVR,0.7878787878787878
Adult/L4,ipsilateral,all,proximal,URBL,0.4528301886792453
Adult/L4,ipsilateral,all,proximal,URBR,0.4791666666666667
Adult/L4,ipsilateral,all,proximal,URXL,0.5
Adult/L4,ipsilateral,all,proximal,URXR,0.5211267605633803
Adult/L4,ipsilateral,all,proximal,URYDL,0.5098039215686274
Adult/L4,ipsilateral,all,proximal,URYDR,0.5283018867924528
Adult/L4,ipsilateral,all,proximal,URYVL,0.6041666666666666
Adult/L4,ipsilateral,all,proximal,URYVR,0.6666666666666666
Adult/L4,ipsilateral,all,proximal,ADAL,0.5
Adult/L4,ipsilateral,all,proximal,ADAR,0.5238095238095238
Adult/L4,ipsilateral,all,proximal,ADEL,0.4807692307692308
Adult/L4,ipsilateral,all,proximal,ADER,0.43636363636363634
Adult/L4,ipsilateral,all,proximal,ADFL,0.5555555555555556
Adult/L4,ipsilateral,all,proximal,ADFR,0.5833333333333334
Adult/L4,ipsilateral,all,proximal,ADLL,0.574468085106383
Adult/L4,ipsilateral,all,proximal,ADLR,0.5588235294117647
Adult/L4,ipsilateral,all,proximal,AFDL,0.4
Adult/L4,ipsilateral,all,proximal,AFDR,0.4444444444444444
Adult/L4,ipsilateral,all,proximal,AIAL,0.6451612903225806
Adult/L4,ipsilateral,all,proximal,AIAR,0.5483870967741935
Adult/L4,ipsilateral,all,proximal,AIBL,0.45161290322580644
Adult/L4,ipsilateral,all,proximal,AIBR,0.47368421052631576
Adult/L4,ipsilateral,all,proximal,AIML,0.5
Adult/L4,ipsilateral,all,proximal,AIMR,0.52
Adult/L4,ipsilateral,all,proximal,AINL,0.4
Adult/L4,ipsilateral,all,proximal,AINR,0.3939393939393939
Adult/L4,ipsilateral,all,proximal,AIYL,0.5652173913043478
Adult/L4,ipsilateral,all,proximal,AIYR,0.5641025641025641
Adult/L4,ipsilateral,all,proximal,AIZL,0.5652173913043478
Adult/L4,ipsilateral,all,proximal,AIZR,0.5434782608695652
Adult/L4,ipsilateral,all,proximal,ALA,0.25925925925925924
Adult/L4,ipsilateral,all,proximal,ALML,0.42857142857142855
Adult/L4,ipsilateral,all,proximal,ALMR,0.4375
Adult/L4,ipsilateral,all,proximal,ALNL,0.3111111111111111
Adult/L4,ipsilateral,all,proximal,ALNR,0.2619047619047619
Adult/L4,ipsilateral,all,proximal,AQR,0.43564356435643564
Adult/L4,ipsilateral,all,proximal,ASEL,0.5517241379310345
Adult/L4,ipsilateral,all,proximal,ASER,0.5714285714285714
Adult/L4,ipsilateral,all,proximal,ASGL,0.43333333333333335
Adult/L4,ipsilateral,all,proximal,ASGR,0.41379310344827586
Adult/L4,ipsilateral,all,proximal,ASHL,0.574468085106383
Adult/L4,ipsilateral,all,proximal,ASHR,0.5510204081632653
Adult/L4,ipsilateral,all,proximal,ASIL,0.625
Adult/L4,ipsilateral,all,proximal,ASIR,0.45454545454545453
Adult/L4,ipsilateral,all,proximal,ASJL,0.3902439024390244
Adult/L4,ipsilateral,all,proximal,ASJR,0.4857142857142857
Adult/L4,ipsilateral,all,proximal,ASKL,0.47619047619047616
Adult/L4,ipsilateral,all,proximal,ASKR,0.5588235294117647
Adult/L4,ipsilateral,all,proximal,AUAL,0.5
Adult/L4,ipsilateral,all,proximal,AUAR,0.47619047619047616
Adult/L4,ipsilateral,all,proximal,AVAL,0.47058823529411764
Adult/L4,ipsilateral,all,proximal,AVAR,0.46551724137931033
Adult/L4,ipsilateral,all,proximal,AVBL,0.509090909090909
Adult/L4,ipsilateral,all,proximal,AVBR,0.4897959183673469
Adult/L4,ipsilateral,all,proximal,AVDL,0.5434782608695652
Adult/L4,ipsilateral,all,proximal,AVDR,0.5909090909090909
Adult/L4,ipsilateral,all,proximal,AVEL,0.47692307692307695
Adult/L4,ipsilateral,all,proximal,AVER,0.484375
Adult/L4,ipsilateral,all,proximal,AVFL,0.42857142857142855
Adult/L4,ipsilateral,all,proximal,AVFR,0.43902439024390244
Adult/L4,ipsilateral,all,proximal,AVHL,0.5581395348837209
Adult/L4,ipsilateral,all,proximal,AVHR,0.6486486486486487
Adult/L4,ipsilateral,all,proximal,AVJL,0.5581395348837209
Adult/L4,ipsilateral,all,proximal,AVJR,0.6486486486486487
Adult/L4,ipsilateral,all,proximal,AVKL,0.45
Adult/L4,ipsilateral,all,proximal,AVKR,0.48
Adult/L4,ipsilateral,all,proximal,AVL,0.5428571428571428
Adult/L4,ipsilateral,all,proximal,AVM,0.32075471698113206
Adult/L4,ipsilateral,all,proximal,AWAL,0.6451612903225806
Adult/L4,ipsilateral,all,proximal,AWAR,0.5714285714285714
Adult/L4,ipsilateral,all,proximal,AWBL,0.6060606060606061
Adult/L4,ipsilateral,all,proximal,AWBR,0.5833333333333334
Adult/L4,ipsilateral,all,proximal,AWCL,0.625
Adult/L4,ipsilateral,all,proximal,AWCR,0.45454545454545453
Adult/L4,ipsilateral,all,proximal,BAGL,0.5740740740740741
Adult/L4,ipsilateral,all,proximal,BAGR,0.3695652173913043
Adult/L4,ipsilateral,all,proximal,BDUL,0.5
Adult/L4,ipsilateral,all,proximal,BDUR,0.42857142857142855
Adult/L4,ipsilateral,all,proximal,CEPDL,0.5111111111111111
Adult/L4,ipsilateral,all,proximal,CEPDR,0.4666666666666667
Adult/L4,ipsilateral,all,proximal,CEPVL,0.44
Adult/L4,ipsilateral,all,proximal,CEPVR,0.38095238095238093
Adult/L4,ipsilateral,all,proximal,DVA,0.43564356435643564
Adult/L4,ipsilateral,all,proximal,DVC,0.5492957746478874
Adult/L4,ipsilateral,all,proximal,FLPL,0.42857142857142855
Adult/L4,ipsilateral,all,proximal,FLPR,0.35
Adult/L4,ipsilateral,all,proximal,IL1DL,0.5588235294117647
