2,#9301E7,Anterior,Yellows
3,#E7A401,Lateral,Greens
1,#5E7FF1,Sublateral,Oranges
0,#FC0000,Avoidance,Reds
4,#1FFF00,Taxis,Blues
5,#9b9b9b,Unclassified,Grey
6,#3e8d00,Taxis2,Grey
